0.088483333333333	56287
0.119716666666667	88016
0.15095	72501
0.1822	50880
0.213433333333334	46908
0.244666666666667	47930
0.275916666666667	54304
0.30715	101459
0.338383333333334	195379
0.369616666666667	230702
0.400866666666667	246350
0.4321	266727
0.463333333333334	236456
0.494583333333334	206846
0.525816666666667	192402
0.55705	164042
0.588283333333334	131835
0.619533333333334	109850
0.650766666666667	92969
0.682	82651
0.71325	73930
0.744483333333334	66178
0.775716666666667	60994
0.806966666666667	72501
0.8382	80682
0.869433333333334	83041
0.900666666666667	83069
0.931916666666667	88201
0.96315	90013
0.994383333333334	92129
1.02563333333334	86826
1.05686666666667	78648
1.0881	75654
1.11933333333334	72635
1.15058333333334	67345
1.18181666666667	65313
1.21305	59719
1.2443	62752
1.27553333333334	58453
1.30676666666667	48625
1.338	44862
1.36925	45448
1.40048333333334	43852
1.43171666666667	48653
1.46296666666667	55378
1.4942	50691
1.52543333333334	51249
1.55668333333334	55296
1.58791666666667	58233
1.61915	59319
1.65038333333334	57281
1.68163333333334	56776
1.71286666666667	56913
1.7441	52914
1.77535	52805
1.80658333333334	47347
1.83781666666667	43980
1.86905	41484
1.9003	39618
1.93153333333334	40155
1.96276666666667	43567
1.99401666666667	46499
2.02525	45683
2.05648333333334	50152
2.08773333333334	56382
2.11896666666667	59897
2.1502	55757
2.18143333333334	49784
2.21268333333334	53182
2.24391666666667	54036
2.27515	56624
2.3064	52787
2.33763333333334	50704
2.36886666666667	54399
2.4001	56814
2.43135	54462
2.46258333333334	52292
2.49381666666667	59051
2.52506666666667	64221
2.5563	64139
2.58753333333334	63794
2.61878333333334	51449
2.65001666666667	52973
2.68125	54490
2.71248333333334	47658
2.74373333333334	44853
2.77496666666667	43879
2.8062	45333
2.83745	45070
2.86868333333334	44965
2.89991666666667	48102
2.93115	46104
2.9624	45026
2.99363333333334	41817
3.02486666666667	41971
3.05611666666667	43879
3.08735	45362
3.11858333333334	48862
3.14981666666667	45214
3.18106666666667	44583
3.2123	47079
3.24353333333334	47722
3.27478333333334	49330
3.30601666666667	48045
3.33725	48743
3.3685	45779
3.39973333333334	41420
3.43096666666667	40868
3.4622	44529
3.49345	44418
3.52468333333334	42785
3.55591666666667	43482
3.58716666666667	45677
3.6184	47092
3.64963333333334	46233
3.68088333333334	50732
3.71211666666667	54962
3.74335	50373
3.77458333333334	43706
3.80583333333334	45431
3.83706666666667	48896
3.8683	51923
3.89955	58005
3.93078333333334	56373
3.96201666666667	56676
3.99325	54872
4.0245	54748
4.05573333333334	51844
4.08696666666667	54706
4.11821666666667	62467
4.14945	58160
4.18068333333334	50889
4.21191666666667	56896
4.24316666666667	61128
4.2744	58706
4.30563333333334	52685
4.33688333333334	48295
4.36811666666667	53930
4.39935	56574
4.4306	59733
4.46183333333334	71462
4.49306666666667	92822
4.5243	102250
4.55555	95207.0000000001
4.58678333333334	80991
4.61801666666667	78857
4.64926666666667	75532
4.6805	65931
4.71173333333334	61588
4.74296666666667	63701
4.77421666666667	64468
4.80545	63099
4.83668333333334	54998
4.86793333333334	45848
4.89916666666667	45834
4.9304	51902
4.96165	59190
4.99288333333334	58933
5.02411666666667	51931
5.05535	53086
5.0866	60839
5.11783333333334	61094
5.14906666666667	55559
5.18031666666667	52521
5.21155	56779
5.24278333333334	65854
5.27401666666667	70990
5.30526666666667	70762
5.3365	71372
5.36773333333334	61350
5.39898333333334	57654
5.43021666666667	63157
5.46145	64596
5.4927	63405
5.52393333333334	61950
5.55516666666667	63277
5.5864	60827
5.61765	61326
5.64888333333334	65676
5.68011666666667	62220
5.71136666666667	62839
5.7426	71385
5.77383333333334	71234
5.80506666666667	65423
5.83631666666667	72073
5.86755	73109
5.89878333333334	69562
5.93003333333334	65134
5.96126666666667	62482
5.9925	67517
6.02373333333334	72926
6.05498333333334	71855
6.08621666666667	66938
6.11745	73887
6.1487	86566
6.17993333333334	85040
6.21116666666667	73441
6.24241666666667	68600
6.27365	69319
6.30488333333334	68896
6.33611666666667	75341
6.36736666666667	77820
6.3986	71394
6.42983333333334	73093
6.46108333333334	76866
6.49231666666667	74156
6.52355	69093
6.55478333333334	72556
6.58603333333334	77393
6.61726666666667	83790
6.6485	88153
6.67975	78281
6.71098333333334	70958
6.74221666666667	80102
6.77346666666667	91315
6.8047	95626
6.83593333333334	96335
6.86716666666667	97395
6.89841666666667	97653
6.92965	97491
6.96088333333334	98128
6.99213333333334	102142
7.02336666666667	105970
7.0546	106976
7.08583333333334	104303
7.11708333333334	101943
7.14831666666667	104134
7.17955	101383
7.2108	105829
7.24203333333334	113442
7.27326666666667	112194
7.30451666666667	104047
7.33575	105171
7.36698333333334	109464
7.39821666666667	104211
7.42946666666667	94604
7.4607	91045
7.49193333333334	90906
7.52318333333334	89684
7.55441666666667	83132
7.58565	80893
7.61688333333334	77127
7.64813333333334	80447
7.67936666666667	77277
7.7106	73543
7.74185	75391
7.77308333333334	79835
7.80431666666667	86209
7.83555	95376.0000000001
7.8668	103721
7.89803333333334	117644
7.92926666666667	137922
7.96051666666667	165336
7.99175	181287
8.02298333333334	193087
